dcterms:identifier,ac:associatedSpecimenReference,coreid,ac:providerManagedID,ac:derivedFrom,ac:providerLiteral,ac:provider,dc:type,dcterms:type,ac:subtypeLiteral,ac:subtype,ac:accessURI,dc:format,ac:subjectPart,ac:subjectOrientation,ac:caption,Iptc4xmpExt:LocationCreated,ac:captureDevice,dc:creator,ms:scanningTechnician,ac:fundingAttribution,exif:PixelXDimension,exif:PixelYDimension,exif:Xresolution,exif:Yresolution,exif:ResolutionUnit,dicom:SpacingBetweenSlices,dc:rights,dcterms:rights,xmpRights:Owner,xmpRights:UsageTerms,xmpRights:WebStatement,ac:licenseLogoURL,photoshop:Credit
https://www.morphosource.org/media/morphosource/images/1/3/1/59939_ms_media_files_media_13149_large.jpg,33e845b5-06d7-4a45-bf07-f8cba8accf57,6251EDB3-F8DD-431B-85BE-DF73CDCBF951,13149p, ark:/87602/m4/M13149,MorphoSource,https://www.morphosource.org,StillImage,http://purl.org/dc/dcmitype/StillImage,Graphic,https://terms.tdwg.org/wiki/AC_Subtype_Examples,https://www.morphosource.org/media/morphosource/images/1/3/1/59939_ms_media_files_media_13149_large.jpg,image/jpeg,CT scan of skeleton and skull,CT scan of skeleton and skull,CT scan of body,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Edward Stanley,,700.0,307.0,,,,,Permission to use media on MorphoSource granted by copyright holder,https://creativecommons.org/licenses/by-nc-sa/3.0/,"Florida Museum of Natural History, University of Florida",Attribution- CC BY-NC-SA - reuse here and applied to future uses but noncommercial,https://creativecommons.org/licenses/by-nc-sa/3.0/,https://mirrors.creativecommons.org/presskit/buttons/88x31/png/by-nc-sa.png,
 ark:/87602/m4/M13150,33e845b5-06d7-4a45-bf07-f8cba8accf57,6251EDB3-F8DD-431B-85BE-DF73CDCBF951,13150,ark:/87602/m4/MNone,MorphoSource,https://www.morphosource.org,Image,http://purl.org/dc/dcmitype/Image,,,https://www.morphosource.org/index.php/Detail/MediaDetail/Show/media_file_id/13150,application/stl,CT scan of skeleton and skull,CT scan of skeleton and skull,,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Edward Stanley,,,,235.24668084576825,235.24668084576825,3,0.04250857,Permission to use media on MorphoSource granted by copyright holder,https://creativecommons.org/licenses/by-nc-sa/3.0/,"Florida Museum of Natural History, University of Florida",Attribution- CC BY-NC-SA - reuse here and applied to future uses but noncommercial,https://creativecommons.org/licenses/by-nc-sa/3.0/,https://mirrors.creativecommons.org/presskit/buttons/88x31/png/by-nc-sa.png,
https://www.morphosource.org/media/morphosource/images/1/3/1/58460_ms_media_files_media_13150_large.jpg,33e845b5-06d7-4a45-bf07-f8cba8accf57,6251EDB3-F8DD-431B-85BE-DF73CDCBF951,13150p, ark:/87602/m4/M13150,MorphoSource,https://www.morphosource.org,StillImage,http://purl.org/dc/dcmitype/StillImage,Graphic,https://terms.tdwg.org/wiki/AC_Subtype_Examples,https://www.morphosource.org/media/morphosource/images/1/3/1/58460_ms_media_files_media_13150_large.jpg,image/jpeg,CT scan of skeleton and skull,CT scan of skeleton and skull,CT scan of body,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Edward Stanley,,700.0,307.0,,,,,Permission to use media on MorphoSource granted by copyright holder,https://creativecommons.org/licenses/by-nc-sa/3.0/,"Florida Museum of Natural History, University of Florida",Attribution- CC BY-NC-SA - reuse here and applied to future uses but noncommercial,https://creativecommons.org/licenses/by-nc-sa/3.0/,https://mirrors.creativecommons.org/presskit/buttons/88x31/png/by-nc-sa.png,
 ark:/87602/m4/M13642,b659b09d-62c4-49ac-bd2f-68c676300779,04AA9CEB-A220-4575-864D-DB92D21D8AEB,13642,ark:/87602/m4/MNone,MorphoSource,https://www.morphosource.org,Image,http://purl.org/dc/dcmitype/Image,,,https://www.morphosource.org/index.php/Detail/MediaDetail/Show/media_file_id/13642,application/stl,CT scan of skeleton and skull,CT scan of skeleton and skull,,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,David Blackburn <dblackburn@flmnh.ufl.edu>,Edward Stanley,,,,235.24668084576825,235.24668084576825,3,0.04250857,Permission to use media on MorphoSource granted by copyright holder,https://creativecommons.org/licenses/by-nc-sa/3.0/,"Florida Museum of Natural History, University of Florida",Attribution- CC BY-NC-SA - reuse here and applied to future uses but noncommercial,https://creativecommons.org/licenses/by-nc-sa/3.0/,https://mirrors.creativecommons.org/presskit/buttons/88x31/png/by-nc-sa.png,
https://www.morphosource.org/media/morphosource/images/1/3/6/2067_ms_media_files_media_13642_large.jpg,b659b09d-62c4-49ac-bd2f-68c676300779,04AA9CEB-A220-4575-864D-DB92D21D8AEB,13642p, ark:/87602/m4/M13642,MorphoSource,https://www.morphosource.org,StillImage,http://purl.org/dc/dcmitype/StillImage,Graphic,https://terms.tdwg.org/wiki/AC_Subtype_Examples,https://www.morphosource.org/media/morphosource/images/1/3/6/2067_ms_media_files_media_13642_large.jpg,image/jpeg,CT scan of skeleton and skull,CT scan of skeleton and skull,STL of Skull,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,David Blackburn <dblackburn@flmnh.ufl.edu>,Edward Stanley,,700.0,306.0,,,,,Permission to use media on MorphoSource granted by copyright holder,https://creativecommons.org/licenses/by-nc-sa/3.0/,"Florida Museum of Natural History, University of Florida",Attribution- CC BY-NC-SA - reuse here and applied to future uses but noncommercial,https://creativecommons.org/licenses/by-nc-sa/3.0/,https://mirrors.creativecommons.org/presskit/buttons/88x31/png/by-nc-sa.png,
 ark:/87602/m4/M13643,b659b09d-62c4-49ac-bd2f-68c676300779,04AA9CEB-A220-4575-864D-DB92D21D8AEB,13643,ark:/87602/m4/MNone,MorphoSource,https://www.morphosource.org,Image,http://purl.org/dc/dcmitype/Image,,,https://www.morphosource.org/index.php/Detail/MediaDetail/Show/media_file_id/13643,application/stl,CT scan of skeleton and skull,CT scan of skeleton and skull,,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,David Blackburn <dblackburn@flmnh.ufl.edu>,Edward Stanley,,,,235.24668084576825,235.24668084576825,3,0.04250857,Permission to use media on MorphoSource granted by copyright holder,https://creativecommons.org/licenses/by-nc-sa/3.0/,"Florida Museum of Natural History, University of Florida",Attribution- CC BY-NC-SA - reuse here and applied to future uses but noncommercial,https://creativecommons.org/licenses/by-nc-sa/3.0/,https://mirrors.creativecommons.org/presskit/buttons/88x31/png/by-nc-sa.png,
https://www.morphosource.org/media/morphosource/images/1/3/6/15502_ms_media_files_media_13643_large.jpg,b659b09d-62c4-49ac-bd2f-68c676300779,04AA9CEB-A220-4575-864D-DB92D21D8AEB,13643p, ark:/87602/m4/M13643,MorphoSource,https://www.morphosource.org,StillImage,http://purl.org/dc/dcmitype/StillImage,Graphic,https://terms.tdwg.org/wiki/AC_Subtype_Examples,https://www.morphosource.org/media/morphosource/images/1/3/6/15502_ms_media_files_media_13643_large.jpg,image/jpeg,CT scan of skeleton and skull,CT scan of skeleton and skull,,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,David Blackburn <dblackburn@flmnh.ufl.edu>,Edward Stanley,,700.0,306.0,,,,,Permission to use media on MorphoSource granted by copyright holder,https://creativecommons.org/licenses/by-nc-sa/3.0/,"Florida Museum of Natural History, University of Florida",Attribution- CC BY-NC-SA - reuse here and applied to future uses but noncommercial,https://creativecommons.org/licenses/by-nc-sa/3.0/,https://mirrors.creativecommons.org/presskit/buttons/88x31/png/by-nc-sa.png,
 ark:/87602/m4/M13742,b659b09d-62c4-49ac-bd2f-68c676300779,04AA9CEB-A220-4575-864D-DB92D21D8AEB,13742,ark:/87602/m4/MNone,MorphoSource,https://www.morphosource.org,Image,http://purl.org/dc/dcmitype/Image,,,https://www.morphosource.org/index.php/Detail/MediaDetail/Show/media_file_id/13742,image/tiff,CT scan of skeleton and skull,CT scan of skeleton and skull,,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,David Blackburn <dblackburn@flmnh.ufl.edu>,Edward Stanley,,1042,1428,235.24668084576825,235.24668084576825,3,0.04250857,Permission to use media on MorphoSource granted by copyright holder,https://creativecommons.org/licenses/by-nc-sa/3.0/,"Florida Museum of Natural History, University of Florida",Attribution- CC BY-NC-SA - reuse here and applied to future uses but noncommercial,https://creativecommons.org/licenses/by-nc-sa/3.0/,https://mirrors.creativecommons.org/presskit/buttons/88x31/png/by-nc-sa.png,
https://www.morphosource.org/media/morphosource/images/1/3/7/28641_ms_media_files_media_13742_large.jpg,b659b09d-62c4-49ac-bd2f-68c676300779,04AA9CEB-A220-4575-864D-DB92D21D8AEB,13742p, ark:/87602/m4/M13742,MorphoSource,https://www.morphosource.org,StillImage,http://purl.org/dc/dcmitype/StillImage,Graphic,https://terms.tdwg.org/wiki/AC_Subtype_Examples,https://www.morphosource.org/media/morphosource/images/1/3/7/28641_ms_media_files_media_13742_large.jpg,image/jpeg,CT scan of skeleton and skull,CT scan of skeleton and skull,Tiff-stack,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,David Blackburn <dblackburn@flmnh.ufl.edu>,Edward Stanley,,700.0,959.0,,,,,Permission to use media on MorphoSource granted by copyright holder,https://creativecommons.org/licenses/by-nc-sa/3.0/,"Florida Museum of Natural History, University of Florida",Attribution- CC BY-NC-SA - reuse here and applied to future uses but noncommercial,https://creativecommons.org/licenses/by-nc-sa/3.0/,https://mirrors.creativecommons.org/presskit/buttons/88x31/png/by-nc-sa.png,
 ark:/87602/m4/M13743,f246f90c-946f-44a1-b7a7-0c8d17a3ae80,042D4219-1EC8-465F-8B13-3FB9802CC036,13743,ark:/87602/m4/MNone,MorphoSource,https://www.morphosource.org,Image,http://purl.org/dc/dcmitype/Image,,,https://www.morphosource.org/index.php/Detail/MediaDetail/Show/media_file_id/13743,application/stl,CT scan of skeleton and skull,CT scan of skeleton and skull,,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Edward Stanley,,,,309.76583251890736,309.76583251890736,3,0.03228245,Permission to use media on MorphoSource granted by copyright holder,https://creativecommons.org/licenses/by-nc-sa/3.0/,"Florida Museum of Natural History, University of Florida",Attribution- CC BY-NC-SA - reuse here and applied to future uses but noncommercial,https://creativecommons.org/licenses/by-nc-sa/3.0/,https://mirrors.creativecommons.org/presskit/buttons/88x31/png/by-nc-sa.png,
https://www.morphosource.org/media/morphosource/images/1/3/7/63912_ms_media_files_media_13743_large.jpg,f246f90c-946f-44a1-b7a7-0c8d17a3ae80,042D4219-1EC8-465F-8B13-3FB9802CC036,13743p, ark:/87602/m4/M13743,MorphoSource,https://www.morphosource.org,StillImage,http://purl.org/dc/dcmitype/StillImage,Graphic,https://terms.tdwg.org/wiki/AC_Subtype_Examples,https://www.morphosource.org/media/morphosource/images/1/3/7/63912_ms_media_files_media_13743_large.jpg,image/jpeg,CT scan of skeleton and skull,CT scan of skeleton and skull,CT scan of body,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Edward Stanley,,700.0,292.0,,,,,Permission to use media on MorphoSource granted by copyright holder,https://creativecommons.org/licenses/by-nc-sa/3.0/,"Florida Museum of Natural History, University of Florida",Attribution- CC BY-NC-SA - reuse here and applied to future uses but noncommercial,https://creativecommons.org/licenses/by-nc-sa/3.0/,https://mirrors.creativecommons.org/presskit/buttons/88x31/png/by-nc-sa.png,
 ark:/87602/m4/M13744,f246f90c-946f-44a1-b7a7-0c8d17a3ae80,042D4219-1EC8-465F-8B13-3FB9802CC036,13744,ark:/87602/m4/MNone,MorphoSource,https://www.morphosource.org,Image,http://purl.org/dc/dcmitype/Image,,,https://www.morphosource.org/index.php/Detail/MediaDetail/Show/media_file_id/13744,application/stl,CT scan of skeleton and skull,CT scan of skeleton and skull,,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Edward Stanley,,,,309.76583251890736,309.76583251890736,3,0.03228245,Permission to use media on MorphoSource granted by copyright holder,https://creativecommons.org/licenses/by-nc-sa/3.0/,"Florida Museum of Natural History, University of Florida",Attribution- CC BY-NC-SA - reuse here and applied to future uses but noncommercial,https://creativecommons.org/licenses/by-nc-sa/3.0/,https://mirrors.creativecommons.org/presskit/buttons/88x31/png/by-nc-sa.png,
https://www.morphosource.org/media/morphosource/images/1/3/7/12194_ms_media_files_media_13744_large.jpg,f246f90c-946f-44a1-b7a7-0c8d17a3ae80,042D4219-1EC8-465F-8B13-3FB9802CC036,13744p, ark:/87602/m4/M13744,MorphoSource,https://www.morphosource.org,StillImage,http://purl.org/dc/dcmitype/StillImage,Graphic,https://terms.tdwg.org/wiki/AC_Subtype_Examples,https://www.morphosource.org/media/morphosource/images/1/3/7/12194_ms_media_files_media_13744_large.jpg,image/jpeg,CT scan of skeleton and skull,CT scan of skeleton and skull,CT scan of Skull,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Edward Stanley,,700.0,292.0,,,,,Permission to use media on MorphoSource granted by copyright holder,https://creativecommons.org/licenses/by-nc-sa/3.0/,"Florida Museum of Natural History, University of Florida",Attribution- CC BY-NC-SA - reuse here and applied to future uses but noncommercial,https://creativecommons.org/licenses/by-nc-sa/3.0/,https://mirrors.creativecommons.org/presskit/buttons/88x31/png/by-nc-sa.png,
 ark:/87602/m4/M13750,bf759dff-6a06-4070-9a40-d24b7b6299d7,4B6959AB-576E-47A6-8180-A228C53A4BDE,13750,ark:/87602/m4/MNone,MorphoSource,https://www.morphosource.org,Image,http://purl.org/dc/dcmitype/Image,,,https://www.morphosource.org/index.php/Detail/MediaDetail/Show/media_file_id/13750,application/stl,CT scan of skull and body,CT scan of skull and body,,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Edward Stanley,,,,376.8012512815952,376.8012512815952,3,0.02653919,Permission to use media on MorphoSource granted by copyright holder,https://creativecommons.org/licenses/by-nc/3.0/,"Florida Museum of Natural History, University of Florida",Attribution-NonCommercial CC BY-NC - reuse but noncommercial,https://creativecommons.org/licenses/by-nc/3.0/,https://mirrors.creativecommons.org/presskit/buttons/88x31/png/by-nc.png,
https://www.morphosource.org/media/morphosource/images/1/3/7/90299_ms_media_files_media_13750_large.jpg,bf759dff-6a06-4070-9a40-d24b7b6299d7,4B6959AB-576E-47A6-8180-A228C53A4BDE,13750p, ark:/87602/m4/M13750,MorphoSource,https://www.morphosource.org,StillImage,http://purl.org/dc/dcmitype/StillImage,Graphic,https://terms.tdwg.org/wiki/AC_Subtype_Examples,https://www.morphosource.org/media/morphosource/images/1/3/7/90299_ms_media_files_media_13750_large.jpg,image/jpeg,CT scan of skull and body,CT scan of skull and body,CT scan of body,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Edward Stanley,,700.0,591.0,,,,,Permission to use media on MorphoSource granted by copyright holder,https://creativecommons.org/licenses/by-nc/3.0/,"Florida Museum of Natural History, University of Florida",Attribution-NonCommercial CC BY-NC - reuse but noncommercial,https://creativecommons.org/licenses/by-nc/3.0/,https://mirrors.creativecommons.org/presskit/buttons/88x31/png/by-nc.png,
 ark:/87602/m4/M13763,bf759dff-6a06-4070-9a40-d24b7b6299d7,4B6959AB-576E-47A6-8180-A228C53A4BDE,13763,ark:/87602/m4/MNone,MorphoSource,https://www.morphosource.org,Image,http://purl.org/dc/dcmitype/Image,,,https://www.morphosource.org/index.php/Detail/MediaDetail/Show/media_file_id/13763,application/stl,CT scan of skull and body,CT scan of skull and body,,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Edward Stanley,,,,376.8012512815952,376.8012512815952,3,0.02653919,Permission to use media on MorphoSource granted by copyright holder,https://creativecommons.org/licenses/by-nc/3.0/,"Florida Museum of Natural History, University of Florida",Attribution-NonCommercial CC BY-NC - reuse but noncommercial,https://creativecommons.org/licenses/by-nc/3.0/,https://mirrors.creativecommons.org/presskit/buttons/88x31/png/by-nc.png,
https://www.morphosource.org/media/morphosource/images/1/3/7/17537_ms_media_files_media_13763_large.jpg,bf759dff-6a06-4070-9a40-d24b7b6299d7,4B6959AB-576E-47A6-8180-A228C53A4BDE,13763p, ark:/87602/m4/M13763,MorphoSource,https://www.morphosource.org,StillImage,http://purl.org/dc/dcmitype/StillImage,Graphic,https://terms.tdwg.org/wiki/AC_Subtype_Examples,https://www.morphosource.org/media/morphosource/images/1/3/7/17537_ms_media_files_media_13763_large.jpg,image/jpeg,CT scan of skull and body,CT scan of skull and body,CT scan of Adenomera andreae skull,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Edward Stanley,,700.0,645.0,,,,,Permission to use media on MorphoSource granted by copyright holder,https://creativecommons.org/licenses/by-nc/3.0/,"Florida Museum of Natural History, University of Florida",Attribution-NonCommercial CC BY-NC - reuse but noncommercial,https://creativecommons.org/licenses/by-nc/3.0/,https://mirrors.creativecommons.org/presskit/buttons/88x31/png/by-nc.png,
 ark:/87602/m4/M14970,9211dcbe-87a2-4278-abfa-f1de62c9b103,7BCD89E4-2A5E-438A-8519-6653EE9DF64D,14970,ark:/87602/m4/MNone,MorphoSource,https://www.morphosource.org,Image,http://purl.org/dc/dcmitype/Image,,,https://www.morphosource.org/index.php/Detail/MediaDetail/Show/media_file_id/14970,application/stl,CT scan of skeleton and skull,CT scan of skeleton and skull,,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Edward Stanley,,,,329.2004412602714,329.2004412602714,3,0.03037663,Permission to use media on MorphoSource granted by copyright holder,https://creativecommons.org/licenses/by-nc-sa/3.0/,"Florida Museum of Natural History, University of Florida",Attribution- CC BY-NC-SA - reuse here and applied to future uses but noncommercial,https://creativecommons.org/licenses/by-nc-sa/3.0/,https://mirrors.creativecommons.org/presskit/buttons/88x31/png/by-nc-sa.png,
https://www.morphosource.org/media/morphosource/images/1/4/9/30252_ms_media_files_media_14970_large.jpg,9211dcbe-87a2-4278-abfa-f1de62c9b103,7BCD89E4-2A5E-438A-8519-6653EE9DF64D,14970p, ark:/87602/m4/M14970,MorphoSource,https://www.morphosource.org,StillImage,http://purl.org/dc/dcmitype/StillImage,Graphic,https://terms.tdwg.org/wiki/AC_Subtype_Examples,https://www.morphosource.org/media/morphosource/images/1/4/9/30252_ms_media_files_media_14970_large.jpg,image/jpeg,CT scan of skeleton and skull,CT scan of skeleton and skull,CT scan of body,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Edward Stanley,,700.0,292.0,,,,,Permission to use media on MorphoSource granted by copyright holder,https://creativecommons.org/licenses/by-nc-sa/3.0/,"Florida Museum of Natural History, University of Florida",Attribution- CC BY-NC-SA - reuse here and applied to future uses but noncommercial,https://creativecommons.org/licenses/by-nc-sa/3.0/,https://mirrors.creativecommons.org/presskit/buttons/88x31/png/by-nc-sa.png,
